establishment_id,name,state,district,industry_sector,hazardous_process,worker_count,contract_worker_ratio,female_worker_ratio,wage_violation_count,ot_violation_count,deduction_violation_count,missing_register_count,ghost_worker_count,uncompensated_worker_count,disbursement_mismatch_count,inspection_history_violations,grievance_complaint_count,ground_truth_risk_score,ground_truth_inspection_priority
EST-0328,Tata Components India,Haryana,Gurugram,Construction & Infrastructure,True,28,0.44,0.101,0,2,0,0,0,0,0,0,0,77.2,HIGH
EST-0329,Sterling Industries Ltd.,Haryana,Panipat,Automobile & Auto Components,True,69,0.649,0.31,0,2,0,0,0,0,0,0,0,48.5,MEDIUM
EST-0330,Bharat Manufacturing Corp,Gujarat,Surat,"Textile, Garments & Apparel",False,51,0.341,0.562,0,0,0,0,0,0,0,0,0,44.1,LOW
EST-0331,Vanguard Manufacturing Corp,Tamil Nadu,Coimbatore,Construction & Infrastructure,True,40,0.543,0.325,0,0,0,0,0,0,0,0,0,67.1,MEDIUM
EST-0332,Premier Manufacturing Corp,Gujarat,Vadodara,Construction & Infrastructure,True,39,0.32,0.274,0,0,3,0,0,0,0,0,0,76.5,HIGH
EST-0333,Vanguard Processing Co.,Karnataka,Bengaluru Urban,Warehousing & Supply Chain Logistics,True,148,0.297,0.073,0,0,0,0,0,0,0,0,0,42.7,LOW
EST-0334,Hindustan Components India,Karnataka,Bengaluru Urban,Warehousing & Supply Chain Logistics,False,134,0.302,0.323,0,0,0,0,0,1,0,1,0,55.3,MEDIUM
EST-0335,Apex Components India,Uttar Pradesh,Kanpur,"Textile, Garments & Apparel",False,89,0.553,0.437,0,0,0,0,0,0,0,1,0,48.3,MEDIUM
EST-0336,Hindustan Manufacturing Corp,Karnataka,Peenya,Construction & Infrastructure,True,54,0.451,0.09,2,0,0,0,0,0,0,0,0,83.9,HIGH
EST-0337,Bharat Engineering Works,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,False,39,0.397,0.111,1,1,0,0,0,0,0,0,0,40.8,LOW
EST-0338,Navkar Industries Ltd.,Haryana,Gurugram,Warehousing & Supply Chain Logistics,False,18,0.276,0.29,0,2,0,0,0,0,0,0,0,48.4,MEDIUM
EST-0339,Surya Enterprises Pvt Ltd,Tamil Nadu,Coimbatore,"Textile, Garments & Apparel",False,28,0.348,0.457,0,0,0,0,0,0,0,1,0,48.8,MEDIUM
EST-0340,Kalyan Manufacturing Corp,Gujarat,Vadodara,Construction & Infrastructure,True,75,0.449,0.075,0,1,0,0,0,0,0,0,0,70.8,HIGH
EST-0341,Delta Engineering Works,Gujarat,Vadodara,"Textile, Garments & Apparel",True,43,0.468,0.729,0,1,0,0,0,1,0,0,0,58.6,MEDIUM
EST-0342,Sterling Processing Co.,Haryana,Gurugram,Chemical & Hazardous Processing,True,111,0.427,0.326,2,1,1,0,0,0,0,0,0,89.7,HIGH
EST-0343,Shree Engineering Works,Haryana,Gurugram,Construction & Infrastructure,True,157,0.639,0.226,0,0,0,0,0,0,0,0,0,63.2,MEDIUM
EST-0344,Kalyan Fabrics & Garments,Tamil Nadu,Sriperumbudur,Warehousing & Supply Chain Logistics,False,80,0.509,0.103,0,0,0,0,0,0,0,0,0,42.5,LOW
EST-0345,Shakti Processing Co.,Tamil Nadu,Sriperumbudur,Chemical & Hazardous Processing,False,133,0.277,0.153,0,0,0,0,0,0,0,0,0,63.9,MEDIUM
EST-0346,Bharat Components India,Maharashtra,Thane,"Textile, Garments & Apparel",False,76,0.438,0.525,0,1,0,0,0,0,0,1,0,57.5,MEDIUM
EST-0347,Delta Components India,Gujarat,Vadodara,Construction & Infrastructure,False,40,0.646,0.288,4,0,0,0,0,0,0,0,1,98.5,HIGH
EST-0348,Apex Manufacturing Corp,Uttar Pradesh,Kanpur,Food Processing & Agro Industries,False,81,0.38,0.101,0,0,4,1,0,0,0,0,0,55.8,MEDIUM
EST-0349,Hindustan Manufacturing Corp,Uttar Pradesh,Noida,Construction & Infrastructure,True,437,0.83,0.327,0,0,0,0,0,0,0,0,0,69.5,MEDIUM
EST-0350,Swastik Enterprises Pvt Ltd,Tamil Nadu,Sriperumbudur,"Textile, Garments & Apparel",False,57,0.665,0.533,0,1,0,0,0,0,0,0,0,48.0,MEDIUM
EST-0351,Vanguard Enterprises Pvt Ltd,Uttar Pradesh,Noida,Food Processing & Agro Industries,False,58,0.197,0.187,0,1,0,0,0,0,0,3,0,45.0,MEDIUM
EST-0352,Delta Engineering Works,Uttar Pradesh,Kanpur,Food Processing & Agro Industries,False,79,0.47,0.31,0,4,0,0,0,0,0,0,3,71.1,HIGH
EST-0353,Navkar Fabrics & Garments,Haryana,Gurugram,Automobile & Auto Components,False,116,0.317,0.292,0,0,0,0,0,0,0,0,0,32.7,LOW
EST-0354,Bharat Synthetics Ltd,Uttar Pradesh,Kanpur,"Textile, Garments & Apparel",False,177,0.869,0.463,6,0,0,0,0,0,0,0,0,98.5,HIGH
EST-0355,Kalyan Enterprises Pvt Ltd,Uttar Pradesh,Noida,Warehousing & Supply Chain Logistics,False,110,0.595,0.251,0,1,0,0,0,0,0,0,0,47.2,MEDIUM
EST-0356,Surya Enterprises Pvt Ltd,Haryana,Gurugram,Chemical & Hazardous Processing,False,33,0.367,0.295,0,0,1,0,0,0,0,0,0,67.0,MEDIUM
EST-0357,Hindustan Manufacturing Corp,Tamil Nadu,Sriperumbudur,Warehousing & Supply Chain Logistics,True,460,0.707,0.246,0,0,0,2,2,0,0,0,0,80.6,HIGH
EST-0358,Premier Manufacturing Corp,Gujarat,Surat,Warehousing & Supply Chain Logistics,False,117,0.677,0.121,0,0,0,0,0,0,0,0,0,36.6,LOW
EST-0359,Kalyan Manufacturing Corp,Gujarat,Surat,Chemical & Hazardous Processing,True,69,0.363,0.27,0,0,0,0,0,0,0,0,0,59.4,MEDIUM
EST-0360,Shakti Components India,Tamil Nadu,Coimbatore,Chemical & Hazardous Processing,True,23,0.533,0.311,0,5,0,0,0,0,0,0,0,90.2,HIGH
EST-0361,Navkar Fabrics & Garments,Uttar Pradesh,Kanpur,Food Processing & Agro Industries,True,370,0.316,0.193,0,0,0,0,0,0,0,0,0,36.7,LOW
EST-0362,Shakti Processing Co.,Tamil Nadu,Sriperumbudur,Warehousing & Supply Chain Logistics,True,195,0.348,0.142,0,0,0,0,0,0,0,0,0,43.6,LOW
EST-0363,Apex Enterprises Pvt Ltd,Tamil Nadu,Coimbatore,Food Processing & Agro Industries,False,180,0.696,0.269,0,8,0,0,0,0,0,0,0,79.7,HIGH
EST-0364,Sterling Engineering Works,Uttar Pradesh,Kanpur,Food Processing & Agro Industries,True,24,0.383,0.199,5,1,0,0,0,0,0,0,0,77.6,HIGH
EST-0365,Apex Processing Co.,Gujarat,Surat,Warehousing & Supply Chain Logistics,True,75,0.442,0.179,1,0,0,0,0,0,0,0,0,51.6,MEDIUM
EST-0366,Swastik Enterprises Pvt Ltd,Karnataka,Bengaluru Urban,Electronics & Precision Fabrication,False,73,0.115,0.5,0,0,0,0,0,0,0,0,0,22.0,LOW
EST-0367,Delta Manufacturing Corp,Haryana,Panipat,Food Processing & Agro Industries,False,27,0.307,0.083,0,0,0,0,0,0,0,0,0,31.9,LOW
EST-0368,Navkar Fabrics & Garments,Haryana,Gurugram,Construction & Infrastructure,True,74,0.437,0.309,0,2,1,0,0,0,0,4,0,98.5,HIGH
EST-0369,Vanguard Enterprises Pvt Ltd,Uttar Pradesh,Noida,"Textile, Garments & Apparel",True,61,0.268,0.481,1,1,0,0,0,0,0,0,0,55.9,MEDIUM
EST-0370,Tata Fabrics & Garments,Uttar Pradesh,Kanpur,Chemical & Hazardous Processing,True,52,0.29,0.079,1,0,1,0,0,0,0,0,0,71.2,HIGH
EST-0371,Hindustan Manufacturing Corp,Haryana,Gurugram,Automobile & Auto Components,True,130,0.458,0.278,0,0,0,0,0,0,0,0,0,33.8,LOW
EST-0372,Hindustan Components India,Gujarat,Vadodara,Construction & Infrastructure,False,27,0.521,0.089,1,0,0,0,0,0,0,0,0,70.8,HIGH
EST-0373,Kalyan Components India,Karnataka,Bengaluru Urban,Construction & Infrastructure,True,99,0.9,0.204,2,3,0,0,0,0,0,0,0,97.1,HIGH
EST-0374,Vanguard Engineering Works,Maharashtra,Pune,Warehousing & Supply Chain Logistics,False,85,0.732,0.215,0,1,0,0,0,0,0,0,0,43.4,LOW
EST-0375,Hindustan Components India,Maharashtra,Pune,Food Processing & Agro Industries,False,195,0.476,0.111,0,0,0,0,0,0,0,0,0,30.0,LOW
EST-0376,Zenith Engineering Works,Haryana,Panipat,"Textile, Garments & Apparel",False,489,0.286,0.641,0,0,0,0,0,0,0,0,0,47.1,MEDIUM
EST-0377,Hindustan Components India,Maharashtra,Pune,Food Processing & Agro Industries,True,67,0.772,0.13,0,2,2,0,0,0,0,0,0,54.1,MEDIUM
EST-0378,Zenith Fabrics & Garments,Haryana,Panipat,Electronics & Precision Fabrication,True,60,0.651,0.436,1,0,3,0,0,0,0,1,0,55.1,MEDIUM
EST-0379,Zenith Enterprises Pvt Ltd,Maharashtra,Thane,Construction & Infrastructure,True,57,0.598,0.15,1,0,0,0,0,0,0,0,0,76.8,HIGH
EST-0380,Bharat Manufacturing Corp,Maharashtra,Thane,Electronics & Precision Fabrication,True,130,0.513,0.654,0,2,0,0,0,0,0,0,0,34.1,LOW
EST-0381,Kalyan Components India,Uttar Pradesh,Noida,"Textile, Garments & Apparel",False,95,0.671,0.584,0,0,0,0,0,0,0,0,0,42.1,LOW
EST-0382,Sterling Synthetics Ltd,Maharashtra,Thane,Automobile & Auto Components,True,157,0.811,0.261,0,0,1,0,1,0,0,0,0,48.6,MEDIUM
EST-0383,Shakti Manufacturing Corp,Maharashtra,Thane,Automobile & Auto Components,True,169,0.447,0.183,0,0,1,0,0,0,0,2,0,47.6,MEDIUM
EST-0384,Swastik Fabrics & Garments,Uttar Pradesh,Kanpur,Electronics & Precision Fabrication,True,138,0.323,0.661,0,0,0,0,0,0,0,0,0,27.6,LOW
EST-0385,Sterling Components India,Tamil Nadu,Coimbatore,Automobile & Auto Components,True,49,0.764,0.212,1,0,1,0,0,0,0,0,0,50.8,MEDIUM
EST-0386,Pinnacle Enterprises Pvt Ltd,Maharashtra,Pune,Automobile & Auto Components,False,60,0.253,0.261,0,0,1,0,0,0,0,0,0,42.8,LOW
EST-0387,Surya Processing Co.,Gujarat,Surat,"Textile, Garments & Apparel",False,15,0.314,0.651,0,0,0,0,0,0,0,0,0,44.6,LOW
EST-0388,Navkar Synthetics Ltd,Tamil Nadu,Coimbatore,Chemical & Hazardous Processing,False,115,0.44,0.079,1,2,0,0,0,0,0,0,0,77.1,HIGH
EST-0389,Premier Fabrics & Garments,Uttar Pradesh,Kanpur,Electronics & Precision Fabrication,False,162,0.765,0.5,1,0,0,0,0,0,0,0,0,36.5,LOW
EST-0390,Apex Engineering Works,Uttar Pradesh,Noida,Automobile & Auto Components,True,158,0.236,0.117,0,0,0,0,0,0,0,0,0,31.9,LOW
EST-0391,Hindustan Components India,Tamil Nadu,Coimbatore,Warehousing & Supply Chain Logistics,False,132,0.407,0.193,0,0,0,0,0,0,0,0,0,38.9,LOW
EST-0392,Tata Industries Ltd.,Haryana,Gurugram,Construction & Infrastructure,True,156,0.445,0.312,0,3,0,0,0,0,0,0,1,87.9,HIGH
EST-0393,Zenith Components India,Karnataka,Bengaluru Urban,Warehousing & Supply Chain Logistics,False,40,0.224,0.25,0,4,0,0,0,0,0,0,0,61.2,MEDIUM
EST-0394,Shakti Fabrics & Garments,Gujarat,Vadodara,Automobile & Auto Components,False,83,0.568,0.344,1,0,0,0,0,0,1,1,0,55.5,MEDIUM
EST-0395,Delta Processing Co.,Maharashtra,Thane,Warehousing & Supply Chain Logistics,False,67,0.497,0.188,1,0,1,0,0,0,0,0,0,50.3,MEDIUM
EST-0396,Hindustan Enterprises Pvt Ltd,Maharashtra,Thane,Electronics & Precision Fabrication,False,143,0.399,0.411,0,0,0,0,0,1,0,0,0,34.3,LOW
EST-0397,Kalyan Industries Ltd.,Uttar Pradesh,Noida,Warehousing & Supply Chain Logistics,False,82,0.304,0.051,0,0,0,0,0,0,0,0,0,38.5,LOW
EST-0398,Shakti Engineering Works,Tamil Nadu,Coimbatore,Food Processing & Agro Industries,False,93,0.303,0.145,0,0,0,0,0,0,0,0,0,33.3,LOW
EST-0399,Pinnacle Engineering Works,Karnataka,Bengaluru Urban,"Textile, Garments & Apparel",False,21,0.211,0.628,0,0,0,0,0,0,0,0,0,41.7,LOW
EST-0400,Bharat Enterprises Pvt Ltd,Tamil Nadu,Coimbatore,Warehousing & Supply Chain Logistics,True,42,0.287,0.112,2,0,0,0,0,0,0,0,0,54.3,MEDIUM
EST-0401,Zenith Industries Ltd.,Gujarat,Surat,Automobile & Auto Components,False,34,0.166,0.232,0,0,0,0,0,0,0,0,0,31.7,LOW
EST-0402,Swastik Fabrics & Garments,Uttar Pradesh,Kanpur,"Textile, Garments & Apparel",False,45,0.42,0.579,0,0,0,0,0,0,0,0,0,47.1,MEDIUM
EST-0403,Tata Processing Co.,Gujarat,Surat,"Textile, Garments & Apparel",False,68,0.494,0.47,3,0,0,0,0,0,0,0,1,79.1,HIGH
EST-0404,Kalyan Industries Ltd.,Karnataka,Bengaluru Urban,Chemical & Hazardous Processing,True,71,0.375,0.053,0,0,1,0,0,0,0,0,0,62.7,MEDIUM
EST-0405,Swastik Enterprises Pvt Ltd,Tamil Nadu,Sriperumbudur,Automobile & Auto Components,False,110,0.494,0.198,0,0,0,0,0,0,0,0,0,35.6,LOW
EST-0406,Navkar Manufacturing Corp,Maharashtra,Pune,Construction & Infrastructure,False,187,0.805,0.267,2,1,1,0,0,0,0,0,0,92.0,HIGH
EST-0407,Bharat Engineering Works,Karnataka,Peenya,Automobile & Auto Components,False,34,0.498,0.161,0,0,0,0,0,0,0,2,0,39.6,LOW
EST-0408,Kalyan Fabrics & Garments,Gujarat,Vadodara,Warehousing & Supply Chain Logistics,False,93,0.275,0.241,0,0,0,0,0,0,0,0,0,39.9,LOW
EST-0409,Navkar Enterprises Pvt Ltd,Maharashtra,Thane,Chemical & Hazardous Processing,True,22,0.421,0.198,1,0,0,0,0,0,0,2,0,78.2,HIGH
EST-0410,Hindustan Manufacturing Corp,Uttar Pradesh,Noida,"Textile, Garments & Apparel",False,42,0.412,0.627,2,0,2,0,0,0,2,0,0,85.2,HIGH
EST-0411,Pinnacle Industries Ltd.,Karnataka,Bengaluru Urban,Construction & Infrastructure,True,71,0.588,0.103,1,0,0,0,0,0,0,1,0,79.1,HIGH
EST-0412,Kalyan Enterprises Pvt Ltd,Haryana,Gurugram,Construction & Infrastructure,True,141,0.38,0.051,3,0,0,0,0,0,0,0,0,94.2,HIGH
EST-0413,Shakti Synthetics Ltd,Uttar Pradesh,Noida,Construction & Infrastructure,False,159,0.288,0.312,0,0,0,0,0,0,0,0,0,67.2,MEDIUM
EST-0414,Pinnacle Processing Co.,Maharashtra,Thane,Chemical & Hazardous Processing,True,79,0.505,0.14,1,0,0,0,0,0,0,0,0,65.7,MEDIUM
EST-0415,Vanguard Manufacturing Corp,Haryana,Gurugram,Electronics & Precision Fabrication,False,65,0.603,0.722,0,1,0,0,0,0,0,2,0,37.8,LOW
EST-0416,Shakti Fabrics & Garments,Gujarat,Vadodara,Construction & Infrastructure,True,60,0.491,0.34,0,5,0,0,0,0,0,0,0,96.3,HIGH
EST-0417,Navkar Enterprises Pvt Ltd,Gujarat,Surat,Construction & Infrastructure,True,32,0.337,0.05,0,2,0,0,0,0,0,0,0,81.0,HIGH
EST-0418,Shree Fabrics & Garments,Tamil Nadu,Sriperumbudur,Construction & Infrastructure,True,37,0.768,0.079,0,1,0,0,0,0,0,0,0,71.4,HIGH
EST-0419,Shree Fabrics & Garments,Gujarat,Surat,Chemical & Hazardous Processing,True,105,0.365,0.183,4,0,0,0,0,0,0,0,2,98.5,HIGH
EST-0420,Navkar Engineering Works,Tamil Nadu,Coimbatore,Food Processing & Agro Industries,False,98,0.9,0.088,0,2,0,0,0,0,0,0,0,44.6,LOW
EST-0421,Pinnacle Industries Ltd.,Karnataka,Peenya,Construction & Infrastructure,True,21,0.661,0.34,4,0,0,0,0,0,0,0,0,98.5,HIGH
EST-0422,Vanguard Engineering Works,Karnataka,Bengaluru Urban,Automobile & Auto Components,False,82,0.427,0.304,1,1,0,0,0,0,0,0,0,47.1,MEDIUM
EST-0423,Navkar Enterprises Pvt Ltd,Haryana,Panipat,Chemical & Hazardous Processing,True,305,0.506,0.177,1,0,1,0,0,1,0,0,0,90.3,HIGH
EST-0424,Zenith Synthetics Ltd,Gujarat,Surat,Automobile & Auto Components,True,81,0.563,0.219,3,2,0,0,1,0,0,0,0,86.2,HIGH
EST-0425,Swastik Manufacturing Corp,Karnataka,Bengaluru Urban,Electronics & Precision Fabrication,False,164,0.358,0.633,0,0,0,0,0,0,0,0,0,21.8,LOW
EST-0426,Kalyan Components India,Tamil Nadu,Coimbatore,Warehousing & Supply Chain Logistics,False,156,0.348,0.241,0,0,0,0,0,0,0,0,0,42.3,LOW
EST-0427,Bharat Enterprises Pvt Ltd,Maharashtra,Thane,Food Processing & Agro Industries,False,199,0.542,0.323,0,0,0,0,0,0,0,0,0,30.5,LOW
EST-0428,Shree Processing Co.,Tamil Nadu,Coimbatore,Electronics & Precision Fabrication,True,68,0.213,0.481,0,0,0,0,0,0,0,0,0,21.5,LOW
EST-0429,Shree Engineering Works,Tamil Nadu,Coimbatore,Chemical & Hazardous Processing,True,81,0.522,0.129,0,0,0,0,0,0,0,0,0,63.0,MEDIUM
EST-0430,Shree Industries Ltd.,Tamil Nadu,Sriperumbudur,Construction & Infrastructure,True,63,0.528,0.089,0,1,0,0,0,0,0,2,0,75.2,HIGH
EST-0431,Kalyan Industries Ltd.,Tamil Nadu,Sriperumbudur,Food Processing & Agro Industries,False,88,0.535,0.181,0,0,0,0,0,0,0,1,0,37.1,LOW
EST-0432,Apex Industries Ltd.,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,True,168,0.217,0.231,0,0,0,0,0,0,0,2,0,35.6,LOW
EST-0433,Sterling Engineering Works,Uttar Pradesh,Kanpur,Warehousing & Supply Chain Logistics,False,72,0.596,0.146,0,0,0,0,0,1,0,0,0,50.2,MEDIUM
EST-0434,Tata Enterprises Pvt Ltd,Gujarat,Surat,Warehousing & Supply Chain Logistics,True,29,0.731,0.06,0,0,0,0,0,0,0,0,0,37.6,LOW
EST-0435,Shakti Industries Ltd.,Tamil Nadu,Coimbatore,Warehousing & Supply Chain Logistics,False,103,0.512,0.276,0,0,0,0,0,0,0,0,0,42.5,LOW
EST-0436,Navkar Processing Co.,Karnataka,Bengaluru Urban,Construction & Infrastructure,False,54,0.446,0.121,0,1,6,0,0,0,0,0,0,98.5,HIGH
EST-0437,Bharat Enterprises Pvt Ltd,Gujarat,Surat,Electronics & Precision Fabrication,False,35,0.148,0.543,0,2,0,0,0,0,0,1,0,39.1,LOW
EST-0438,Vanguard Manufacturing Corp,Haryana,Panipat,"Textile, Garments & Apparel",True,21,0.54,0.651,2,0,0,0,0,0,0,0,0,61.6,MEDIUM
EST-0439,Vanguard Engineering Works,Karnataka,Bengaluru Urban,Automobile & Auto Components,False,54,0.435,0.15,0,0,0,0,0,0,0,2,0,46.3,MEDIUM
EST-0440,Tata Synthetics Ltd,Maharashtra,Pune,Automobile & Auto Components,False,87,0.567,0.06,0,7,0,0,0,0,0,0,0,76.3,HIGH
EST-0441,Apex Processing Co.,Uttar Pradesh,Kanpur,Automobile & Auto Components,False,132,0.24,0.119,3,0,0,0,0,0,0,0,0,58.3,MEDIUM
EST-0442,Surya Engineering Works,Haryana,Gurugram,"Textile, Garments & Apparel",False,160,0.338,0.429,0,0,0,0,0,0,0,0,0,48.0,MEDIUM
EST-0443,Hindustan Components India,Maharashtra,Pune,"Textile, Garments & Apparel",False,37,0.223,0.446,0,0,0,0,0,0,0,0,0,46.7,MEDIUM
EST-0444,Pinnacle Enterprises Pvt Ltd,Maharashtra,Thane,Chemical & Hazardous Processing,True,139,0.279,0.193,0,0,0,0,0,1,0,0,0,69.0,MEDIUM
EST-0445,Kalyan Synthetics Ltd,Uttar Pradesh,Noida,Construction & Infrastructure,True,67,0.443,0.224,0,0,0,1,0,0,0,0,0,69.6,MEDIUM
EST-0446,Hindustan Synthetics Ltd,Karnataka,Peenya,Chemical & Hazardous Processing,True,57,0.439,0.347,0,0,0,0,0,0,0,1,0,67.7,MEDIUM
EST-0447,Tata Industries Ltd.,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,False,74,0.325,0.088,0,0,0,0,0,1,0,0,0,36.7,LOW
EST-0448,Hindustan Synthetics Ltd,Tamil Nadu,Coimbatore,Chemical & Hazardous Processing,True,460,0.225,0.271,0,1,0,0,0,0,0,0,0,68.5,MEDIUM
EST-0449,Apex Industries Ltd.,Karnataka,Bengaluru Urban,Warehousing & Supply Chain Logistics,False,33,0.367,0.106,0,1,0,0,0,0,0,0,0,46.9,MEDIUM
EST-0450,Apex Components India,Uttar Pradesh,Kanpur,"Textile, Garments & Apparel",False,165,0.343,0.707,0,0,0,0,0,0,0,0,0,45.3,MEDIUM
EST-0451,Vanguard Enterprises Pvt Ltd,Gujarat,Surat,Automobile & Auto Components,False,158,0.4,0.248,0,2,0,0,0,0,0,0,0,43.2,LOW
EST-0452,Tata Components India,Gujarat,Surat,Food Processing & Agro Industries,False,48,0.321,0.296,0,0,0,0,0,0,0,0,0,28.6,LOW
EST-0453,Bharat Industries Ltd.,Karnataka,Peenya,Food Processing & Agro Industries,False,132,0.426,0.11,0,0,1,0,0,0,0,0,0,38.5,LOW
EST-0454,Bharat Enterprises Pvt Ltd,Maharashtra,Pune,Electronics & Precision Fabrication,True,82,0.725,0.685,1,0,0,0,0,0,0,1,0,37.8,LOW
EST-0455,Kalyan Engineering Works,Tamil Nadu,Coimbatore,Automobile & Auto Components,False,167,0.479,0.223,0,0,0,0,0,0,0,0,0,36.8,LOW
EST-0456,Hindustan Processing Co.,Gujarat,Vadodara,Electronics & Precision Fabrication,False,67,0.469,0.742,0,0,0,0,0,0,0,0,0,25.5,LOW
EST-0457,Delta Fabrics & Garments,Tamil Nadu,Sriperumbudur,Automobile & Auto Components,False,49,0.19,0.13,0,0,0,0,0,0,0,0,0,34.9,LOW
EST-0458,Shree Enterprises Pvt Ltd,Karnataka,Bengaluru Urban,Electronics & Precision Fabrication,True,72,0.161,0.704,3,1,0,1,0,0,0,0,0,63.5,MEDIUM
EST-0459,Pinnacle Synthetics Ltd,Gujarat,Surat,Food Processing & Agro Industries,False,91,0.472,0.113,1,0,0,0,0,0,0,0,0,34.5,LOW
EST-0460,Tata Enterprises Pvt Ltd,Uttar Pradesh,Kanpur,"Textile, Garments & Apparel",True,88,0.494,0.479,0,0,2,0,0,0,0,0,0,54.2,MEDIUM
EST-0461,Tata Enterprises Pvt Ltd,Gujarat,Surat,Food Processing & Agro Industries,False,94,0.36,0.243,0,0,0,0,0,0,0,0,0,30.9,LOW
EST-0462,Zenith Industries Ltd.,Haryana,Panipat,"Textile, Garments & Apparel",False,43,0.587,0.554,0,0,0,0,0,0,0,0,0,45.2,MEDIUM
EST-0463,Tata Manufacturing Corp,Karnataka,Peenya,Electronics & Precision Fabrication,False,558,0.332,0.552,0,0,0,0,0,0,0,0,0,34.0,LOW
EST-0464,Sterling Manufacturing Corp,Tamil Nadu,Sriperumbudur,Construction & Infrastructure,True,40,0.444,0.201,0,0,0,0,0,0,0,0,0,65.6,MEDIUM
EST-0465,Delta Processing Co.,Maharashtra,Pune,Electronics & Precision Fabrication,False,79,0.449,0.446,0,0,0,0,0,0,0,0,0,21.1,LOW
EST-0466,Pinnacle Manufacturing Corp,Uttar Pradesh,Noida,Electronics & Precision Fabrication,False,341,0.421,0.634,2,0,0,0,0,0,0,1,0,53.7,MEDIUM
EST-0467,Swastik Synthetics Ltd,Maharashtra,Pune,Chemical & Hazardous Processing,True,28,0.302,0.105,0,0,0,0,0,0,0,0,0,63.5,MEDIUM
EST-0468,Tata Manufacturing Corp,Gujarat,Surat,Electronics & Precision Fabrication,False,52,0.306,0.495,4,0,0,0,0,0,0,0,0,56.4,MEDIUM
EST-0469,Surya Engineering Works,Karnataka,Peenya,Construction & Infrastructure,True,290,0.696,0.215,0,1,0,1,0,0,0,0,0,79.7,HIGH
EST-0470,Kalyan Industries Ltd.,Gujarat,Vadodara,Chemical & Hazardous Processing,True,60,0.435,0.214,0,1,0,0,0,0,0,1,0,70.8,HIGH
EST-0471,Kalyan Fabrics & Garments,Haryana,Panipat,Warehousing & Supply Chain Logistics,False,70,0.66,0.229,0,4,0,0,0,0,0,0,0,62.8,MEDIUM
EST-0472,Premier Industries Ltd.,Haryana,Gurugram,"Textile, Garments & Apparel",False,108,0.301,0.653,0,0,0,0,0,0,0,0,0,44.0,LOW
EST-0473,Vanguard Enterprises Pvt Ltd,Haryana,Panipat,Warehousing & Supply Chain Logistics,False,64,0.501,0.312,0,0,0,0,0,1,0,0,0,48.9,MEDIUM
EST-0474,Bharat Components India,Karnataka,Bengaluru Urban,Electronics & Precision Fabrication,True,448,0.258,0.629,0,2,3,0,0,0,0,0,0,59.7,MEDIUM
EST-0475,Shree Synthetics Ltd,Haryana,Panipat,Electronics & Precision Fabrication,False,110,0.332,0.57,0,1,0,0,0,0,0,0,0,30.6,LOW
EST-0476,Delta Synthetics Ltd,Gujarat,Vadodara,Electronics & Precision Fabrication,False,40,0.625,0.615,0,0,2,0,0,0,0,0,0,37.1,LOW
EST-0477,Swastik Manufacturing Corp,Maharashtra,Pune,Food Processing & Agro Industries,False,48,0.447,0.209,0,0,0,0,0,0,0,0,0,30.9,LOW
EST-0478,Premier Industries Ltd.,Uttar Pradesh,Kanpur,Electronics & Precision Fabrication,True,30,0.313,0.693,0,0,0,0,0,0,0,0,0,24.0,LOW
EST-0479,Shakti Fabrics & Garments,Haryana,Panipat,"Textile, Garments & Apparel",False,413,0.399,0.495,0,0,0,0,0,0,0,0,0,46.1,MEDIUM
EST-0480,Shree Fabrics & Garments,Gujarat,Vadodara,"Textile, Garments & Apparel",False,190,0.419,0.595,0,0,1,0,0,0,0,0,0,51.3,MEDIUM
EST-0481,Delta Synthetics Ltd,Karnataka,Peenya,Automobile & Auto Components,False,86,0.526,0.237,0,1,0,0,0,0,0,0,0,40.0,LOW
EST-0482,Kalyan Engineering Works,Maharashtra,Thane,Automobile & Auto Components,False,50,0.662,0.115,0,1,0,0,0,0,0,0,0,41.0,LOW
EST-0483,Vanguard Components India,Karnataka,Bengaluru Urban,Construction & Infrastructure,False,80,0.632,0.21,0,3,0,0,0,0,0,0,0,80.1,HIGH
EST-0484,Shree Components India,Karnataka,Peenya,Food Processing & Agro Industries,False,213,0.623,0.273,0,0,0,0,0,0,0,1,0,31.4,LOW
EST-0485,Pinnacle Manufacturing Corp,Uttar Pradesh,Kanpur,"Textile, Garments & Apparel",False,36,0.424,0.575,1,2,0,0,0,0,0,0,1,67.1,MEDIUM
EST-0486,Hindustan Industries Ltd.,Haryana,Gurugram,Chemical & Hazardous Processing,True,48,0.636,0.239,2,3,0,0,0,0,0,0,0,92.9,HIGH
EST-0487,Swastik Enterprises Pvt Ltd,Haryana,Panipat,"Textile, Garments & Apparel",False,36,0.494,0.641,0,0,0,0,1,0,0,0,0,55.5,MEDIUM
EST-0488,Navkar Processing Co.,Uttar Pradesh,Kanpur,"Textile, Garments & Apparel",False,210,0.603,0.698,0,0,0,0,0,0,0,0,0,48.2,MEDIUM
EST-0489,Surya Synthetics Ltd,Gujarat,Vadodara,Warehousing & Supply Chain Logistics,False,86,0.568,0.164,0,0,0,0,0,0,0,0,0,40.6,LOW
